registros,hogares,ninos,regiones,waz_validos,waz_invalidos,pct_waz_validos,iip_validos,iip_invalidos,pct_iip_validos,libros_validos,libros_invalidos,pct_libros_validos
6157,5084,6157,6,5808,349,0.9433165502679877,6131,26,0.9957771642033458,6154,3,0.9995127497157706
