"region","sexo","quintil_riqueza","edad_grupo","n","peso_muestral","waz_medio","prop_bajo_peso"
"Patagonia","Mujer","Segundo","36-47",4,2.00466926242618,-0.586215013806157,0
"Patagonia","Mujer","Segundo","48-59",11,5.22024425148139,0.508425664082354,0.0424881069425464
"Patagonia","Mujer","Medio","0-5",7,3.15700197180313,0.570592106873835,0
"Patagonia","Mujer","Medio","6-11",4,1.77701460675501,1.69180726015708,0
"Patagonia","Mujer","Medio","12-23",14,4.57687108829229,1.03724374151842,0
"Patagonia","Mujer","Medio","24-35",13,6.97996045284817,0.498809193112927,0
"Patagonia","Mujer","Medio","36-47",23,10.914866076966,-0.663556375970779,0.0292103386522812
"Patagonia","Mujer","Medio","48-59",19,8.67928537657719,-0.119215456924197,0
"Patagonia","Mujer","Cuarto","0-5",9,3.43640118921518,-0.159419006028419,0.0287633566492116
"Patagonia","Mujer","Cuarto","6-11",9,4.74547372214306,1.00642350860836,0
"Patagonia","Mujer","Cuarto","12-23",25,10.3528174633338,0.120275459821609,0
"Patagonia","Mujer","Cuarto","24-35",23,6.13179612216996,-0.0547592485243396,0
"Patagonia","Mujer","Cuarto","36-47",41,13.5775923502227,0.299631607478402,0.00753860039838086
"Patagonia","Mujer","Cuarto","48-59",33,11.2864095827037,0.41056543627604,0.01214213706184
"Patagonia","Mujer","Más rico","0-5",3,0.615825957184686,-0.55916104587708,0
"Patagonia","Mujer","Más rico","6-11",9,5.41402869886758,1.21462497331594,0
"Patagonia","Mujer","Más rico","12-23",13,5.52987430172527,0.748217959551902,0
"Patagonia","Mujer","Más rico","24-35",18,5.83451345831664,0.127713151007332,0
"Patagonia","Mujer","Más rico","36-47",16,6.16159582474137,-0.110123291997641,0.025319718386192
"Patagonia","Mujer","Más rico","48-59",23,8.90581441492349,-0.472595167392633,0.221725895454778
